id,Country,Date,Measure_L1,Measure_L2,Measure_L3
KAZ,Kazakhstan,2020-04-06,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
KAZ,Kazakhstan,2020-04-02,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
KAZ,Kazakhstan,2020-03-21,Social distancing,Indoor gathering restriction,Closure of non-essential services
KAZ,Kazakhstan,2020-03-28,Social distancing,Indoor and outdoor gathering restriction,Closure of public places (unspecified)
KAZ,Kazakhstan,2020-03-28,Travel restriction,Cordon sanitaire,One city
KAZ,Kazakhstan,2020-03-28,Social distancing,Special measures for certain establishments,Restaurants
KAZ,Kazakhstan,2020-03-30,Risk communication,Educate and actively communicate with the public,Use of public transport
KAZ,Kazakhstan,2020-04-01,Social distancing,Closure of educational institutions,Closure of kindergartens
KAZ,Kazakhstan,2020-04-01,Environmental measures,Environmental cleaning and disinfection,Disinfect outdoor public and semi-public spaces
KAZ,Kazakhstan,2020-04-01,Environmental measures,Environmental cleaning and disinfection,Disinfect transport premises
KAZ,Kazakhstan,2020-04-01,Environmental measures,Environmental cleaning and disinfection,"Measure for shops, businesses and institutions"
KAZ,Kazakhstan,2020-04-01,Travel restriction,Cordon sanitaire,Partial
KAZ,Kazakhstan,2020-03-28,Social distancing,Indoor and outdoor gathering restriction,Closure of public places (unspecified)
KAZ,Kazakhstan,2020-03-28,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
KAZ,Kazakhstan,2020-03-28,Social distancing,Indoor gathering restriction,"Conferences, meetings, trade fairs, etc."
KAZ,Kazakhstan,2020-03-28,Social distancing,Indoor and outdoor gathering restriction,"Festivals, faith-based events"
KAZ,Kazakhstan,2020-03-28,Travel restriction,Cordon sanitaire,Partial
KAZ,Kazakhstan,2020-03-28,Travel restriction,Public transport restriction,Partial
KAZ,Kazakhstan,2020-03-28,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
RKS,Kosovo,2020-07-06,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
RKS,Kosovo,2020-05-03,Travel restriction,Cordon sanitaire,More than one region
RKS,Kosovo,2020-01-24,Contact tracing,Activate case notification,Covid-19 as a notifiable disease
RKS,Kosovo,2020-01-24,Risk communication,Educate and actively communicate with the public,Covid-19-appropriate behaviour campaign
RKS,Kosovo,2020-01-24,Risk communication,Actively communicate with healthcare professionals,Health agencies and emergency healthcare
RKS,Kosovo,2020-01-24,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
RKS,Kosovo,2020-01-25,Risk communication,Educate and actively communicate with the public,Encourage vaccination against diseases other than covid19
RKS,Kosovo,2020-01-27,Contact tracing,Airport health check,Temperature screening at airport
RKS,Kosovo,2020-02-27,Contact tracing,Airport health check,Temperature screening at airport
RKS,Kosovo,2020-02-28,Resource allocation,Crisis management plans,Financial aid for health system
RKS,Kosovo,2020-02-28,Risk communication,Educate and actively communicate with the public,Raising awareness of children in schools
RKS,Kosovo,2020-03-06,Risk communication,Educate and actively communicate with the public,Direct government communication
RKS,Kosovo,2020-03-06,Risk communication,Travel alert and warning,Discourage non-essential travels
RKS,Kosovo,2020-03-06,Environmental measures,Environmental cleaning and disinfection,Disinfect educational institutions
RKS,Kosovo,2020-03-06,Risk communication,Educate and actively communicate with the public,Encourage self-initiated quarantine
RKS,Kosovo,2020-03-06,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
RKS,Kosovo,2020-03-06,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
RKS,Kosovo,2020-03-08,Risk communication,Actively communicate with healthcare professionals,Guidelines on patient management
RKS,Kosovo,2020-03-08,Public Healthcare,Repurpose hospitals,Some hospitals dedicated to covid19 patients
RKS,Kosovo,2020-03-08,Public Healthcare,Increase healthcare workforce,Train medical staff especially for covid-19
RKS,Kosovo,2020-03-10,Resource allocation,Crisis management plans,
RKS,Kosovo,2020-03-11,Public Healthcare,Increase in medical supplies and equipment,Ban on exportation of medical equipment and drugs
RKS,Kosovo,2020-03-11,Travel restriction,Airport restriction,Cancellation of international flights
RKS,Kosovo,2020-03-11,Social distancing,Indoor gathering restriction,Closure of indoor sport facilities
RKS,Kosovo,2020-03-11,Social distancing,Indoor gathering restriction,Closure of indoor sport facilities
RKS,Kosovo,2020-03-11,Social distancing,Closure of educational institutions,Closure of kindergartens
RKS,Kosovo,2020-03-11,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
RKS,Kosovo,2020-03-11,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
RKS,Kosovo,2020-03-11,Social distancing,Closure of educational institutions,Closure of specific schools/educational programmes
RKS,Kosovo,2020-03-11,Social distancing,Closure of educational institutions,Closure of universities
RKS,Kosovo,2020-03-11,Social distancing,Indoor gathering restriction,Cultural places and events
RKS,Kosovo,2020-03-11,Environmental measures,Environmental cleaning and disinfection,Disinfect transport premises
RKS,Kosovo,2020-03-11,Contact tracing,Border health check,Health screening at the border
RKS,Kosovo,2020-03-11,Contact tracing,Quarantine,Incomings from high-risk areas
RKS,Kosovo,2020-03-11,Environmental measures,Environmental cleaning and disinfection,"Measure for shops, businesses and institutions"
RKS,Kosovo,2020-03-11,Public Healthcare,Increase availability of PPE,Prohibition of export of protective personal equipment
RKS,Kosovo,2020-03-11,Social distancing,Indoor and outdoor gathering restriction,Sport events
RKS,Kosovo,2020-03-11,Travel restriction,Border restriction,Travel ban to high-risk areas
RKS,Kosovo,2020-03-11,Travel restriction,Border restriction,Travel ban to high-risk areas
RKS,Kosovo,2020-03-12,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
RKS,Kosovo,2020-03-12,Resource allocation,Measures to ensure security of supply,Fixing price for necessity goods
RKS,Kosovo,2020-03-12,Risk communication,Actively communicate with healthcare professionals,Health agencies and emergency healthcare
RKS,Kosovo,2020-03-12,Resource allocation,Activate or establish emergency response,Risk management plan
RKS,Kosovo,2020-03-12,Risk communication,Actively communicate with managers,
RKS,Kosovo,2020-03-13,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
RKS,Kosovo,2020-03-13,Social distancing,Indoor gathering restriction,Cultural places and events
RKS,Kosovo,2020-03-13,Travel restriction,Border restriction,Entry ban to non-citizens or non-residents
RKS,Kosovo,2020-03-13,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
RKS,Kosovo,2020-03-13,Social distancing,Work safety protocols,Mandatory home office
RKS,Kosovo,2020-03-13,Travel restriction,Public transport restriction,Public transport ban
RKS,Kosovo,2020-03-13,Travel restriction,Public transport restriction,Public transport ban
RKS,Kosovo,2020-03-13,Social distancing,Indoor and outdoor gathering restriction,Sport events
RKS,Kosovo,2020-03-15,Risk communication,Educate and actively communicate with the public,Covid-19-appropriate behaviour campaign
RKS,Kosovo,2020-03-15,Risk communication,Educate and actively communicate with the public,Promote social distancing measures
RKS,Kosovo,2020-03-16,Travel restriction,Airport restriction,Cancellation of international flights
RKS,Kosovo,2020-03-16,Risk communication,Educate and actively communicate with the public,Communication targets nationals living or travelling abroad
RKS,Kosovo,2020-03-17,Risk communication,Educate and actively communicate with the public,Encourage hand hygiene
RKS,Kosovo,2020-03-17,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
RKS,Kosovo,2020-03-17,Contact tracing,Surveillance,Syndromic surveillance
RKS,Kosovo,2020-03-18,Contact tracing,Quarantine,Contact persons
RKS,Kosovo,2020-03-18,Public Healthcare,Increase isolation and quarantine facilities,Quarantine centers
RKS,Kosovo,2020-03-18,Contact tracing,Quarantine,Suspected cases
RKS,Kosovo,2020-03-21,Social distancing,Outdoor gathering restriction,Closure of outdoor sport and leisure facilities
RKS,Kosovo,2020-03-21,Social distancing,Special measures for certain establishments,Essential shops and businesses
RKS,Kosovo,2020-03-24,Travel restriction,Individual movement restrictions,Curfew
RKS,Kosovo,2020-03-27,Travel restriction,Individual movement restrictions,Curfew
RKS,Kosovo,2020-03-27,Resource allocation,Crisis management plans,Repurpose government plans
RKS,Kosovo,2020-03-28,Public Healthcare,Enhance laboratory testing capacity,Increase testing capacity (number tests)
RKS,Kosovo,2020-03-29,Social distancing,Indoor and outdoor gathering restriction,Restriction on private and familial events
RKS,Kosovo,2020-03-30,Resource allocation,Receive international help,From the EU
RKS,Kosovo,2020-03-30,Resource allocation,Receive international help,From the US embassy
RKS,Kosovo,2020-04-15,Travel restriction,Individual movement restrictions,Segmentation of the population
RKS,Kosovo,2020-04-21,Risk communication,Educate and actively communicate with the public,Encourage stay at home
RKS,Kosovo,2020-04-23,Risk communication,Educate and actively communicate with the public,Communication targets protection of vulnerable populations
RKS,Kosovo,2020-04-23,Resource allocation,Receive international help,From UNICEF
RKS,Kosovo,2020-04-23,Public Healthcare,Increase availability of PPE,PPE for healthcare professionals
RKS,Kosovo,2020-04-24,Public Healthcare,Enhance laboratory testing capacity,Increase testing capacity (number tests)
RKS,Kosovo,2020-05-04,Risk communication,Educate and actively communicate with the public,Encourage stay at home
RKS,Kosovo,2020-05-04,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
RKS,Kosovo,2020-05-08,Public Healthcare,Enhance laboratory testing capacity,Increase testing capacity (number tests)
RKS,Kosovo,2020-05-14,Risk communication,Actively communicate with healthcare professionals,Encourage hand hygiene
RKS,Kosovo,2020-05-18,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Sport competitors can resume training
RKS,Kosovo,2020-05-25,Public Healthcare,Enhance laboratory testing capacity,Increase testing capacity (number tests)
RKS,Kosovo,2020-05-27,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of places of worship
RKS,Kosovo,2020-06-01,Returning to normal life,Lift border restrictions,Authorize free movement of persons
RKS,Kosovo,2020-06-11,Public Healthcare,Enhance laboratory testing capacity,Increase testing capacity (number tests)
RKS,Kosovo,2020-06-11,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
RKS,Kosovo,2020-06-12,Risk communication,Educate and actively communicate with the public,Covid-19-appropriate behaviour campaign
RKS,Kosovo,2020-06-13,Social distancing,Indoor and outdoor gathering restriction,Mandatory distance between people
RKS,Kosovo,2020-06-13,Public Healthcare,Personal protective measures,Mandatory use of masks
RKS,Kosovo,2020-06-13,Social distancing,Measures for special populations,Measures to limit contact to the elderly
RKS,Kosovo,2020-06-16,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
RKS,Kosovo,2020-06-28,Returning to normal life,Lift airport restrictions,Resume international flights
RKS,Kosovo,2020-06-28,Returning to normal life,Lift airport restrictions,Resume international flights
RKS,Kosovo,2020-07-01,Contact tracing,Quarantine,Contact persons
RKS,Kosovo,2020-07-01,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions
RKS,Kosovo,2020-07-01,Environmental measures,Environmental cleaning and disinfection,Disinfect transport premises
RKS,Kosovo,2020-07-01,Social distancing,Work safety protocols,Implement protocols for prevention of contamination at workplace
RKS,Kosovo,2020-07-01,Returning to normal life,Lift restriction on indoor and outdoor gatherings,In public and semi-public spaces
RKS,Kosovo,2020-07-01,Social distancing,Measures for public transport,Mandatory distance between people
RKS,Kosovo,2020-07-01,Public Healthcare,Personal protective measures,Mandatory use of masks
RKS,Kosovo,2020-07-01,Social distancing,Measures for special populations,Measures to limit contact to hospital patients
RKS,Kosovo,2020-07-01,Social distancing,Measures for special populations,Measures to protect residents in nursing home
RKS,Kosovo,2020-07-01,Social distancing,Indoor and outdoor gathering restriction,Restriction on private and familial events
RKS,Kosovo,2020-07-01,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance
RKS,Kosovo,2020-07-01,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance
RKS,Kosovo,2020-07-06,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
RKS,Kosovo,2020-07-06,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions
RKS,Kosovo,2020-07-06,Social distancing,Measures for public transport,Specific measures to avoid congestion
RKS,Kosovo,2020-07-09,Risk communication,Educate and actively communicate with the public,Direct advice to vulnerable populations
RKS,Kosovo,2020-07-13,Social distancing,Indoor gathering restriction,Closure of indoor sport facilities
RKS,Kosovo,2020-07-13,Social distancing,Closure of educational institutions,Closure of kindergartens
RKS,Kosovo,2020-07-13,Social distancing,Indoor and outdoor gathering restriction,Closure of markets
RKS,Kosovo,2020-07-13,Travel restriction,Border restriction,Conditional entry of travellers from high-risk areas
RKS,Kosovo,2020-07-13,Social distancing,Indoor and outdoor gathering restriction,Cultural places and events
RKS,Kosovo,2020-07-13,Public Healthcare,Personal protective measures,Enhance hand hygiene
RKS,Kosovo,2020-07-13,Social distancing,Indoor and outdoor gathering restriction,In public and semi-public spaces
RKS,Kosovo,2020-07-13,Social distancing,Indoor and outdoor gathering restriction,Mandatory distance between people
RKS,Kosovo,2020-07-13,Public Healthcare,Personal protective measures,Mandatory use of masks
RKS,Kosovo,2020-07-13,Social distancing,Measures for special populations,Measures to limit contact to the elderly
RKS,Kosovo,2020-07-13,Social distancing,Special measures for certain establishments,Non-essential shops and/or businesses
RKS,Kosovo,2020-07-13,Social distancing,Indoor gathering restriction,Places of worship
RKS,Kosovo,2020-07-19,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
RKS,Kosovo,2020-07-23,Public Healthcare,Enhance laboratory testing capacity,Increase testing capacity (number tests)
RKS,Kosovo,2020-07-29,Social distancing,Indoor gathering restriction,Closure of indoor sport facilities
RKS,Kosovo,2020-07-29,Social distancing,Indoor and outdoor gathering restriction,Closure of markets
RKS,Kosovo,2020-07-29,Social distancing,Outdoor gathering restriction,Closure of outdoor sport and leisure facilities
RKS,Kosovo,2020-07-29,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
RKS,Kosovo,2020-07-29,Social distancing,Indoor and outdoor gathering restriction,Cultural places and events
RKS,Kosovo,2020-07-29,Public Healthcare,Personal protective measures,Enhance hand hygiene
RKS,Kosovo,2020-07-29,Risk communication,Actively communicate with managers,Guidelines for work-safety protocols
RKS,Kosovo,2020-07-29,Social distancing,Indoor and outdoor gathering restriction,In public and semi-public spaces
RKS,Kosovo,2020-07-29,Social distancing,Indoor and outdoor gathering restriction,Mandatory distance between people
RKS,Kosovo,2020-07-29,Public Healthcare,Personal protective measures,Mandatory use of masks
RKS,Kosovo,2020-07-29,Social distancing,Measures for special populations,Measures to limit contact to the elderly
RKS,Kosovo,2020-07-29,Social distancing,Indoor and outdoor gathering restriction,Places of worship
RKS,Kosovo,2020-07-29,Social distancing,Indoor and outdoor gathering restriction,Restriction on private and familial events
RKS,Kosovo,2020-07-29,Social distancing,Measures for public transport,Specific measures to avoid congestion
RKS,Kosovo,2020-07-29,Social distancing,Indoor and outdoor gathering restriction,Sport events
RKS,Kosovo,2020-08-10,Contact tracing,Isolation of cases,Asymptomatic carriers
RKS,Kosovo,2020-08-13,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
RKS,Kosovo,2020-08-13,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
RKS,Kosovo,2020-08-13,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
RKS,Kosovo,2020-08-13,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
RKS,Kosovo,2020-08-13,Resource allocation,Crisis management plans,Repurpose government plans
RKS,Kosovo,2020-08-23,Returning to normal life,Actively communicate with managers,Guidelines for educational institutions
RKS,Kosovo,2020-09-19,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
RKS,Kosovo,2020-09-23,Public Healthcare,Enhance laboratory testing capacity,Increase testing capacity (number tests)
RKS,Kosovo,2020-09-25,Social distancing,Indoor and outdoor gathering restriction,Closure of markets
RKS,Kosovo,2020-09-25,Travel restriction,Border restriction,Conditional entry of travellers from high-risk areas
RKS,Kosovo,2020-09-25,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
RKS,Kosovo,2020-09-25,Public Healthcare,Personal protective measures,Enhance hand hygiene
RKS,Kosovo,2020-09-25,Risk communication,Actively communicate with managers,Guidelines for work-safety protocols
RKS,Kosovo,2020-09-25,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Lift ban on sport events
RKS,Kosovo,2020-09-25,Returning to normal life,Lift restriction on individual movements,Lift of the curfew
RKS,Kosovo,2020-09-25,Social distancing,Indoor and outdoor gathering restriction,In public and semi-public spaces
RKS,Kosovo,2020-09-25,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of cultural institutions/entertainment venues
RKS,Kosovo,2020-09-25,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of indoor sport facilities
RKS,Kosovo,2020-09-25,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of indoor sport facilities
RKS,Kosovo,2020-09-25,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of places of worship
RKS,Kosovo,2020-09-25,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of restaurants/bars/cafes
RKS,Kosovo,2020-09-25,Social distancing,Indoor and outdoor gathering restriction,Restriction on private and familial events
RKS,Kosovo,2020-09-25,Social distancing,Measures for public transport,Specific measures to avoid congestion
RKS,Kosovo,2020-09-28,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
RKS,Kosovo,2020-10-20,Risk communication,Educate and actively communicate with the public,Covid-19-appropriate behaviour campaign
RKS,Kosovo,2020-11-01,Social distancing,Indoor and outdoor gathering restriction,Closure of markets
RKS,Kosovo,2020-11-01,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
RKS,Kosovo,2020-11-01,Social distancing,Closure of educational institutions,Closure of universities
RKS,Kosovo,2020-11-01,Social distancing,Indoor and outdoor gathering restriction,Complete prohibition of gathering
RKS,Kosovo,2020-11-01,Travel restriction,Border restriction,Conditional entry of travellers from high-risk areas
RKS,Kosovo,2020-11-01,Social distancing,Indoor gathering restriction,Cultural places and events
RKS,Kosovo,2020-11-01,Public Healthcare,Personal protective measures,Enhance hand hygiene
RKS,Kosovo,2020-11-01,Risk communication,Actively communicate with managers,Guidelines for work-safety protocols
RKS,Kosovo,2020-11-01,Contact tracing,Airport health check,Health screening at the airport
RKS,Kosovo,2020-11-01,Contact tracing,Border health check,Health screening at the border
RKS,Kosovo,2020-11-01,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Lift ban on sport events
RKS,Kosovo,2020-11-01,Social distancing,Indoor and outdoor gathering restriction,In public and semi-public spaces
RKS,Kosovo,2020-11-01,Social distancing,Measures for special populations,Measures to limit contact to the elderly
RKS,Kosovo,2020-11-01,Social distancing,Measures for special populations,Measures to protect vulnerable populations (non-elderly)
RKS,Kosovo,2020-11-01,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
RKS,Kosovo,2020-11-01,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of indoor sport facilities
RKS,Kosovo,2020-11-01,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of indoor sport facilities
RKS,Kosovo,2020-11-01,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of places of worship
RKS,Kosovo,2020-11-01,Returning to normal life,Re-opening of educational institutions,Resume exams
RKS,Kosovo,2020-11-01,Social distancing,Measures for public transport,Specific measures to avoid congestion
RKS,Kosovo,2020-11-06,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
RKS,Kosovo,2020-11-06,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
RKS,Kosovo,2020-11-06,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
RKS,Kosovo,2020-11-06,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance
RKS,Kosovo,2020-11-09,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of certain shops and businesses
RKS,Kosovo,2020-11-09,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of restaurants/bars/cafes
RKS,Kosovo,2020-11-09,Returning to normal life,Lift restriction on indoor gatherings,Resume business activities
RKS,Kosovo,2020-11-13,Social distancing,Indoor and outdoor gathering restriction,Closure of markets
RKS,Kosovo,2020-11-13,Social distancing,Closure of educational institutions,Closure of universities
RKS,Kosovo,2020-11-13,Social distancing,Indoor and outdoor gathering restriction,Complete prohibition of gathering
RKS,Kosovo,2020-11-13,Travel restriction,Border restriction,Conditional entry of travellers from high-risk areas
RKS,Kosovo,2020-11-13,Public Healthcare,Personal protective measures,Enhance hand hygiene
RKS,Kosovo,2020-11-13,Risk communication,Actively communicate with managers,Guidelines for work-safety protocols
RKS,Kosovo,2020-11-13,Contact tracing,Border health check,Health screening at the border
RKS,Kosovo,2020-11-13,Social distancing,Indoor and outdoor gathering restriction,In public and semi-public spaces
RKS,Kosovo,2020-11-13,Social distancing,Measures for special populations,Measures to limit contact to the elderly
RKS,Kosovo,2020-11-13,Social distancing,Measures for special populations,Measures to protect vulnerable populations (non-elderly)
RKS,Kosovo,2020-11-13,Social distancing,Closure of educational institutions,Restrictions on exams
RKS,Kosovo,2020-07-13,Travel restriction,Individual movement restrictions,Curfew
RKS,Kosovo,2020-03-13,Travel restriction,Cordon sanitaire,More than one city
RKS,Kosovo,2020-03-14,Travel restriction,Cordon sanitaire,One city
RKS,Kosovo,2020-03-13,Travel restriction,Cordon sanitaire,
RKS,Kosovo,2020-07-08,Travel restriction,Individual movement restrictions,"Restrict movement of cases, contacts and suspected cases"
RKS,Kosovo,2020-07-06,Travel restriction,Individual movement restrictions,Curfew
RKS,Kosovo,2020-04-12,Travel restriction,Cordon sanitaire,One region
KWT,Kuwait,2020-02-19,Travel restriction,Airport restriction,Cancellation of international flights
KWT,Kuwait,2020-02-22,Travel restriction,Individual movement restrictions,Curfew
KWT,Kuwait,2020-02-22,Social distancing,Measures for special populations,Return operation of nationals
KWT,Kuwait,2020-02-24,Travel restriction,Airport restriction,Cancellation of international flights
KWT,Kuwait,2020-02-24,Contact tracing,Quarantine,Incomings from high-risk areas
KWT,Kuwait,2020-02-24,Contact tracing,Isolation of cases,
KWT,Kuwait,2020-02-26,Environmental measures,Environmental cleaning and disinfection,Disinfect transport premises
KWT,Kuwait,2020-02-28,Social distancing,Measures for special populations,Return operation of nationals
KWT,Kuwait,2020-02-29,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities
KWT,Kuwait,2020-03-01,Social distancing,Closure of educational institutions,Closure of kindergartens
KWT,Kuwait,2020-03-01,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
KWT,Kuwait,2020-03-01,Social distancing,Closure of educational institutions,Closure of universities
KWT,Kuwait,2020-03-01,Public Healthcare,Increase availability of PPE,Face masks
KWT,Kuwait,2020-03-01,Contact tracing,Quarantine,Incomings from high-risk areas
KWT,Kuwait,2020-03-01,Social distancing,Indoor and outdoor gathering restriction,Sport events
KWT,Kuwait,2020-03-01,Contact tracing,Airport health check,Temperature screening at airport
KWT,Kuwait,2020-03-01,Contact tracing,Airport health check,Test travellers
KWT,Kuwait,2020-03-02,Public Healthcare,Increase availability of PPE,Face masks
KWT,Kuwait,2020-03-03,Contact tracing,Airport health check,Health certificate requested at airport
KWT,Kuwait,2020-03-05,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
KWT,Kuwait,2020-03-05,Travel restriction,Airport restriction,Landing bans on aircrafts from high risk areas
KWT,Kuwait,2020-03-08,Social distancing,Work safety protocols,Implement protocols for prevention of contamination at workplace
KWT,Kuwait,2020-03-09,Social distancing,Indoor gathering restriction,Cultural places and events
KWT,Kuwait,2020-03-09,Social distancing,Indoor and outdoor gathering restriction,Sport events
KWT,Kuwait,2020-03-10,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
KWT,Kuwait,2020-03-12,Social distancing,Work safety protocols,Mandatory home office
KWT,Kuwait,2020-03-12,Social distancing,Measures for special populations,Return operation of nationals
KWT,Kuwait,2020-03-13,Risk communication,Educate and actively communicate with the public,Encourage self-initiated quarantine
KWT,Kuwait,2020-03-14,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
KWT,Kuwait,2020-03-15,Public Healthcare,Increase availability of PPE,Face masks
KWT,Kuwait,2020-03-17,Contact tracing,Quarantine,Incomings from high-risk areas
KWT,Kuwait,2020-03-22,Public Healthcare,Enhance laboratory testing capacity,Increase testing capacity (number tests)
KWT,Kuwait,2020-03-22,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
KWT,Kuwait,2020-03-25,Risk communication,Educate and actively communicate with the public,Communication targets nationals living or travelling abroad
LIE,Liechtenstein,2020-01-26,Contact tracing,Activate case notification,Speed notification
LIE,Liechtenstein,2020-02-11,Resource allocation,Activate or establish emergency response,Risk management plan
LIE,Liechtenstein,2020-02-26,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
LIE,Liechtenstein,2020-02-28,Social distancing,Special measures for certain establishments,Food services
LIE,Liechtenstein,2020-02-28,Social distancing,Indoor and outdoor gathering restriction,Organized events
LIE,Liechtenstein,2020-02-28,Risk communication,Educate and actively communicate with the public,Promote social distancing measures
LIE,Liechtenstein,2020-03-02,Risk communication,Educate and actively communicate with the public,Encourage hand hygiene
LIE,Liechtenstein,2020-03-02,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
LIE,Liechtenstein,2020-03-03,Contact tracing,Isolation of cases,
LIE,Liechtenstein,2020-03-06,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
LIE,Liechtenstein,2020-03-09,Public Healthcare,Adapt procedures for patient management,Implement triage procedures
LIE,Liechtenstein,2020-03-09,Risk communication,Educate and actively communicate with the public,Promote self-initiated isolation of people with mild respiratory symptoms
LIE,Liechtenstein,2020-03-10,Public Healthcare,Adapt procedures for patient management,Implement triage procedures
LIE,Liechtenstein,2020-03-10,Social distancing,Measures for special populations,Measures to limit contact to hospital patients
LIE,Liechtenstein,2020-03-11,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities
LIE,Liechtenstein,2020-03-12,Social distancing,Indoor gathering restriction,Closure of indoor sport facilities
LIE,Liechtenstein,2020-03-13,Risk communication,Educate and actively communicate with the public,Communication targets nationals living or travelling abroad
LIE,Liechtenstein,2020-03-13,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
LIE,Liechtenstein,2020-03-13,Risk communication,Educate and actively communicate with the public,Encourage stay at home
LIE,Liechtenstein,2020-03-13,Social distancing,Indoor and outdoor gathering restriction,Organized events
LIE,Liechtenstein,2020-03-14,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
LIE,Liechtenstein,2020-03-14,Risk communication,Travel alert and warning,Health alert notice to international travellers
LIE,Liechtenstein,2020-03-16,Social distancing,Indoor gathering restriction,Closure of indoor sport facilities
LIE,Liechtenstein,2020-03-16,Social distancing,Closure of educational institutions,Closure of kindergartens
LIE,Liechtenstein,2020-03-16,Social distancing,Outdoor gathering restriction,Closure of outdoor sport and leisure facilities
LIE,Liechtenstein,2020-03-16,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
LIE,Liechtenstein,2020-03-16,Social distancing,Closure of educational institutions,Closure of universities
LIE,Liechtenstein,2020-03-16,Social distancing,Indoor gathering restriction,"Conferences, meetings, trade fairs, etc."
LIE,Liechtenstein,2020-03-16,Social distancing,Indoor gathering restriction,Cultural places and events
LIE,Liechtenstein,2020-03-16,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
LIE,Liechtenstein,2020-03-16,Social distancing,Indoor and outdoor gathering restriction,"Festivals, faith-based events"
LIE,Liechtenstein,2020-03-16,Social distancing,Indoor and outdoor gathering restriction,In public and semi-public spaces
LIE,Liechtenstein,2020-03-16,Travel restriction,Border restriction,Travel ban to high-risk areas
LIE,Liechtenstein,2020-03-17,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
LIE,Liechtenstein,2020-03-17,Social distancing,Indoor gathering restriction,Places of worship
LIE,Liechtenstein,2020-03-18,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
